范围,题目,答案
中医外科,"题干描述：适宜采用硬化注射疗法的是
选项A：内痔
选项B：外痔
选项C：肛乳头肥大
选项D：肛漏
选项E：锁肛痔",A
中医外科,"题干描述：适宜采用挂线疗法的是
选项A：内痔
选项B：外痔
选项C：肛乳头肥大
选项D：肛漏
选项E：锁肛痔",D
中医外科,"题干描述：一青年妇女，近月余便时疼痛剧烈，大便秘结，点滴下血，应考虑为
选项A：早期肛裂
选项B：息肉痔
选项C：肛隐窝炎
选项D：Ⅱ期内痔
选项E：混合痔",A
中医外科,"题干描述：一4岁儿童，大便每日一行，色黄质软，便时下血，应首先考虑为
选项A：早期肛裂
选项B：息肉痔
选项C：肛隐窝炎
选项D：Ⅱ期内痔
选项E：混合痔",B
中医外科,"题干描述：肛漏的局部症状为
选项A：疼痛、出血、便秘
选项B：流脓、疼痛、瘙痒
选项C：肛门坠胀、有异物感
选项D：肛周红、肿、热、痛
选项E：便下脓血、黏液，便意频数",B
中医外科,"题干描述：肛裂的局部症状多为
选项A：疼痛、出血、便秘
选项B：流脓、疼痛、瘙痒
选项C：肛门坠胀、有异物感
选项D：肛周红、肿、热、痛
选项E：便下脓血、黏液，便意频数",A
中医外科,"题干描述：治疗子痈气滞痰凝证的代表方剂是
选项A：小金丸
选项B：左归丸
选项C：二陈汤
选项D：抵当丸
选项E：橘核丸",E
中医外科,"题干描述：慢性前列腺炎气滞血瘀证的代表方剂是
选项A：前列腺汤
选项B：八正散
选项C：龙胆泻肝汤
选项D：抵当丸
选项E：知柏地黄汤",A
中医外科,"题干描述：与尿石症病机关系最密切的是
选项A：风热
选项B：血瘀
选项C：痰凝
选项D：气滞
选项E：湿热",E
中医外科,"题干描述：慢性前列腺炎指诊前列腺的特点是
选项A：前列腺增大，中央沟消失，无压痛
选项B：前列隙肿胀饱满，并有明显压痛
选项C：前列腺增大，质不均，无弹性及压痛
选项D：前列腺缩小，质坚韧、光滑，尤压痛
选项E：前列腺大小正常，或稍大或稍小硬度增加或有结节，可有压痛",E
中医外科,"题干描述：关于阴茎痰核的临床表现，以下哪一项是错误的
选项A：痰核生于阴茎腹侧
选项B：阴茎皮下有条索状或斑块样结节
选项C：一般不会溃破
选项D：勃起时阴茎弯曲疼痛
选项E：影响性生活",A
中医外科,"题干描述：关于上尿路结石的临床表现下列哪项是不对的
选项A：疼痛
选项B：肉跟血尿
选项C：有时为镜下血尿
选项D：疼痛常向下腹部放射
选项E：结石越大，症状越明显",E
中医外科,"题干描述：下列哪一组症状不是慢性前列腺炎的临床特征表现
选项A：小便淋沥不尽
选项B：尿频、尿急
选项C：尿道口溢脓液
选项D：会阴、腰骶部疼痛
选项E：以上都不是",C
中医外科,"题干描述：下列各项，不属于前列腺增生症常见的临床症状的是
选项A：夜尿次数增多
选项B：慢性尿潴留
选项C：排尿困难
选项D：尿频、尿急、尿痛
选项E：假性尿失禁",D
中医外科,"题干描述：睾丸和附睾的急性化脓性感染称为
选项A：子痰
选项B：囊痈
选项C：子痈
选项D：脱囊
选项E：卵子痈",C
中医外科,"题干描述：患者，男，38岁。患急性子痈2天，恶寒发热，左侧睾丸肿大疼痛，疼痛引及子系（精索），舌红苔黄腻，脉滑数。证属湿热下注，气血壅滞，经络阻隔为患。治宜清热解毒，利湿消肿，应首选
选项A：透脓散
选项B：滋阴除湿汤
选项C：萆薜化毒汤
选项D：柴胡疏肝散
选项E：枸橘汤加减",E
中医外科,"题干描述：患者，男，50岁。排尿淋漓，腰膝酸痛，阳痿早泄，形寒肢冷。舌淡胖，苔白，脉沉细。其证候是
选项A：湿热下注
选项B：中气下陷
选项C：肾阴虚损
选项D：肾阳虚损
选项E：下焦蓄血",D
中医外科,"题干描述：某患者，慢性前列腺炎以少腹、会阴、睾丸、腰骶隐痛为主，舌黯或有瘀点瘀斑，脉多沉涩，辨证为
选项A：湿热壅阻证
选项B：阴虚火动证
选项C：肾阳不足证
选项D：气滞血瘀证
选项E：心肾不交证",D
中医外科,题干描述：尿石症之气血瘀滞证的主治方剂是,E
中医外科,题干描述：尿石症之肾气不足证的主治方剂是,D
中医外科,"题干描述：前列腺增生症的临床特征是
选项A：尿道口常有白色分泌物溢出
选项B：排尿困难、尿潴留
选项C：射精时精液呈淡红色或棕色
选项D：阴茎背侧触及硬结或索状斑块
选项E：以上都不是",B
中医外科,"题干描述：阴茎痰核的临床特征是
选项A：尿道口常有白色分泌物溢出
选项B：排尿困难、尿潴留
选项C：射精时精液呈淡红色或棕色
选项D：阴茎背侧触及硬结或索状斑块
选项E：以上都不是",D
中医外科,"题干描述：慢性前列腺炎的临床特征是
选项A：尿道口常有白色分泌物溢出
选项B：排尿困难、尿潴留
选项C：射精时精液呈淡红色或棕色
选项D：阴茎背侧触及硬结或索状斑块
选项E：以上都不是",A
中医外科,"题干描述：下列何种毒蛇不属于血循毒类
选项A：金环蛇
选项B：烙铁头蛇
选项C：竹叶青蛇
选项D：尖吻蝮蛇
选项E：蝰蛇",A
中医外科,"题干描述：属神经毒类的毒蛇是
选项A：蝰蛇
选项B：竹叶青蛇
选项C：尖吻蝮蛇
选项D：海蛇
选项E：眼镜蛇",D
中医外科,"题干描述：主要含血循毒的毒蛇是
选项A：金环蛇
选项B：蝮蛇
选项C：眼镜蛇
选项D：眼镜王蛇
选项E：尖吻蝮蛇",E
中医外科,"题干描述：主要含神经毒的毒蛇是
选项A：银环蛇
选项B：眼镜王蛇
选项C：烙铁头蛇
选项D：尖吻蝮蛇
选项E：竹叶青蛇",A
中医外科,"题干描述：主要含混合毒的毒蛇是
选项A：竹叶青蛇
选项B：尖吻蝮蛇
选项C：眼镜王蛇
选项D：烙铁头蛇
选项E：银环蛇",C
中医外科,"题干描述：破伤风前驱期不应有的症状是
选项A：头痛、头晕
选项B：乏力、多汗
选项C：烦躁、打呵欠
选项D：咀嚼无力
选项E：张口困难",E
中医外科,"题干描述：毒蛇咬伤后，下列局部处理方法错误的是
选项A：早期结扎
选项B：扩创排毒
选项C：艾灸法
选项D：烧灼法
选项E：封闭疗法",C
中医外科,"题干描述：破伤风的潜伏期一般为
选项A：24小时
选项B：2～3天
选项C：4～14天
选项D：20～30天
选项E：2～6个月",C
中医外科,"题干描述：破伤风发作期最先出现的症状是
选项A：苦笑面容
选项B：张口困难
选项C：颈项强直
选项D：角弓反张
选项E：手足抽搐",B
中医外科,"题干描述：按照中国九分法计算烧伤面积，双上肢占
选项A：4.5％
选项B：9％
选项C：18％
选项D：36％
选项E：以上都不是",C
中医外科,"题干描述：浅Ⅱ度烧伤创面无感染时的愈合时间为
选项A：2～3天
选项B：3～5天
选项C：7～14天
选项D：21～28天
选项E：以上都不是",C
中医外科,"题干描述：治疗肠痈热毒证的代表方剂是
选项A：仙方活命饮加减
选项B：黄连解毒汤合五味消毒饮加减
选项C：大黄牡丹汤加减
选项D：复方大柴胡汤加减
选项E：大黄牡丹汤合透脓散加减",E
中医外科,"题干描述：治疗肠痈湿热证的代表方剂是
选项A：仙方活命饮加减
选项B：黄连解毒汤合五味消毒饮加减
选项C：大黄牡丹汤加减
选项D：复方大柴胡汤加减
选项E：大黄牡丹汤合透脓散加减",D
中医外科,"题干描述：脱疽局部缺血期，患者足背动脉、胫后动脉的脉象多表现为
选项A：弦数
选项B：洪大
选项C：结代
选项D：微弱
选项E：绝",D
中医外科,"题干描述：在脱疽的诊断中下列哪一条是错误的
选项A：20～40岁男性
选项B：足趾遇冷刺激后发冷苍白变紫
选项C：患侧下肢肢端疼痛，伴迁移性静脉炎或间歇性跛行
选项D：患侧足背动脉搏动减弱或消失
选项E：足趾持续发冷，皮肤苍白或青紫或有干性坏疽",B
中医外科,"题干描述：四妙勇安汤治疗脱疽适用于
选项A：寒湿阻络证
选项B：血脉瘀阻证
选项C：气血两虚型
选项D：热毒伤阴证
选项E：湿热毒盛证",E
中医外科,"题干描述：下列哪项不是脱疽局部缺血期的表现
选项A：患肢发凉
选项B：患肢麻木
选项C：患肢足背动脉搏动减弱
选项D：间歇性跛行
选项E：静止痛",E
中医外科,"题干描述：以下哪种疾病易引起肺梗塞
选项A：臁疮
选项B：脱疽
选项C：股肿
选项D：浅静脉炎
选项E：褥疮",C
中医外科,"题干描述：臁疮形成的主要原因是
选项A：长期站立负重
选项B：虫咬
选项C：局部皮肤破损
选项D：湿疹及过敏性皮炎
选项E：外伤",A
中医外科,"题干描述：臁疮的病因病机是
选项A：久病气血亏虚，不能营养肌肤
选项B：气血失和，经脉阻滞，气血凝结
选项C：湿热下注，瘀血凝滞经络
选项D：气血失和，风寒痰浊凝聚
选项E：寒湿凝聚经络，闭塞不通，气血运行不畅",C
中医外科,"题干描述：臁疮创面流水潮红，周围皮肤红肿痒痛，治疗宜用
选项A：萆薢化毒汤
选项B：二妙丸和五神汤
选项C：黄连解毒汤
选项D：五神汤
选项E：三妙散",B
中医外科,"题干描述：股肿气虚湿阻证的治法为
选项A：和营活血，清热利湿
选项B：清热利湿，活血通络
选项C：益气健脾，祛湿通络
选项D：凉血清热，活血通络
选项E：化痰软坚，利水消肿",C
中医外科,"题干描述：可作为股肿发病原因的是
选项A：吸烟
选项B：寒冷
选项C：长期站立
选项D：创伤或产后长期卧床
选项E：静脉注射药液",D
中医外科,"题干描述：脱疽湿热毒盛证的治法是
选项A：活血通络止痛
选项B：温阳通脉、散寒止痛
选项C：清热利湿，解毒活血
选项D：补气养血止痛
选项E：以上都不是",C
中医外科,"题干描述：某男，32岁。右下肢麻木、发凉、怕冷2年，每行走约1km需停下休息。体格检查：右下肢皮温较对侧低，色泽苍白，右足背动脉搏动减弱。诊断考虑为
选项A：血栓闭塞性脉管炎
选项B：大动脉炎
选项C：右下肢动脉硬化性闭塞症
选项D：右下肢深静脉血栓形成
选项E：右下肢血栓性浅静脉炎",A
中医外科,"题干描述：某男，左足怕冷、疼痛、间歇性跛行年余。月余来足痛转为持续性静止痛，夜间痛剧，不能入睡，足背动脉搏动消失。应诊断为
选项A：痹汪
选项B：脱疽
选项C：糖尿病坏疽
选项D：闭塞性动脉硬化症
选项E：雷诺病（肢端动脉痉挛症）",B
中医外科,"题干描述：某男，35岁。吸烟15年，出现右下肢麻木、发凉、间歇性跛行8年。患者初次就诊时，下列哪项措施最重要
选项A：使用抗生素
选项B：使用激素
选项C：使用免疫抑制剂
选项D：嘱患者保暖
选项E：嘱患者戒烟",E
中医外科,"题干描述：脱疽好发于
选项A：四肢末梢
选项B：小腿下部
选项C：骶尾部
选项D：髋部
选项E：脊背部",A
中医外科,"题干描述：臁疮好发于
选项A：四肢末梢
选项B：小腿下部
选项C：骶尾部
选项D：髋部
选项E：脊背部",B
中医外科,"题干描述：脱疽患者表现为患肢暗红紫红或青紫，足背汗毛脱落，皮肤肌肉萎缩，趾甲变厚，足背动脉搏动消失。患肢疼痛，以夜间为甚，证属
选项A：寒湿阻络证
选项B：血脉瘀阻证
选项C：湿热毒盛证
选项D：气阴两虚型
选项E：热毒伤阴证",B
中医外科,"题干描述：脱疽患者表现为面容憔悴萎黄，消瘦，五心烦热，渴不欲饮，患肢肌肉萎缩，皮肤干燥脱屑，趾甲干燥肥厚，创面生长缓慢，肉芽淡而不鲜。证属
选项A：寒湿阻络证
选项B：血脉瘀阻证
选项C：湿热毒盛证
选项D：气阴两虚型
选项E：热毒伤阴证",D
中医外科,"题干描述：脱疽发病的主要病因是
选项A：寒湿之邪
选项B：肾阴不足
选项C：气滞血瘀
选项D：痰凝阻络
选项E：血虚瘀阻",A
中医外科,"题干描述：股肿发病的主要病因是
选项A：寒湿之邪
选项B：肾阴不足
选项C：气滞血瘀
选项D：痰凝阻络
选项E：血虚瘀阻",C
中医外科,"题干描述：脱疽血脉瘀阻证的主要表现为
选项A：患趾（指）酸胀疼痛加重，趺阳脉搏动消失
选项B：患肢麻木、发凉，色苍白，足背动脉搏动减弱
选项C：患趾紫暗，浸淫蔓延，溃破腐烂，舌质红，苔黄腻
选项D：患趾紫暗，遇冷变色，变为苍白、紫暗、潮红等颜色
选项E：患趾溃烂、色苍白，创面久不愈合，舌淡胖，脉细无力",A
中医外科,"题干描述：脱疽湿热毒盛证的主要表现为
选项A：患趾（指）酸胀疼痛加重，趺阳脉搏动消失
选项B：患肢麻木、发凉，色苍白，足背动脉搏动减弱
选项C：患趾紫暗，浸淫蔓延，溃破腐烂，舌质红，苔黄腻
选项D：患趾紫暗，遇冷变色，变为苍白、紫暗、潮红等颜色
选项E：患趾溃烂、色苍白，创面久不愈合，舌淡胖，脉细无力",C
中医外科,"题干描述：筋瘤好发于
选项A：四肢末梢
选项B：小腿下部
选项C：下肢
选项D：四肢或胸壁
选项E：以上都不是",C
中医外科,"题干描述：血栓性浅静脉炎发于
选项A：四肢末梢
选项B：小腿下部
选项C：下肢
选项D：四肢或胸壁
选项E：以上都不是",D
中医诊断学,"题干描述：中医诊断的基本原则是
选项A：整体审察，四诊合参，病证结合
选项B：辨证求因，审因论治，脉症合参
选项C：证候真假，证候错杂，诊法合参
选项D：证候转化，病证结合，辨证求因
选项E：司外揣内，见微知著，以常衡变",A
中医诊断学,"题干描述：以下关于中医诊断的基本原理正确的是
选项A：见微知著
选项B：整体审察
选项C：四诊合参
选项D：病证结合
选项E：以上都不是",A
中医诊断学,"题干描述：医生利用四诊收集的病情资料，综合判断病情的方法属于
选项A：四诊合参
选项B：整体审察
选项C：见微知著
选项D：病证结合
选项E：司外揣内",A
中医诊断学,"题干描述：中医上将辨病与辩证相结合来进行疾病诊断的方法属于
选项A：四诊合参
选项B：整体审察
选项C：见微知著
选项D：病证结合
选项E：司外揣内",D
中医诊断学,"题干描述：脾阳已绝的患者其唇的形态可见
选项A：口唇糜烂
选项B：唇干而裂
选项C：人中满唇反
选项D：唇内溃烂，其色淡红
选项E：人中短缩，唇卷缩不能覆齿",C
中医诊断学,"题干描述：小儿口角流涎多属于
选项A：脾气虚弱
选项B：湿热内蕴
选项C：心脾积热
选项D：肝风内动
选项E：胃气虚弱",A
中医诊断学,"题干描述：戴阳证患者的表现为
选项A：面黄隐隐
选项B：面色红赤
选项C：面色淡白
选项D：面色淡青
选项E：面色苍白，颧颊部嫩红如妆",E
中医诊断学,"题干描述：在望病人面色时，应首先注意区分的是
选项A：主色与客色
选项B：善色与恶色
选项C：主色与恶色
选项D：常色与病色
选项E：主色与病色",B
中医诊断学,"题干描述：患者出现突然昏倒，口吐白沫，目睛上视，四肢抽搐，醒后如常者，属于
选项A：脏躁
选项B：狂病
选项C：癫病
选项D：痴呆
选项E：痫病",E
中医诊断学,"题干描述：下列不属于假神临床表现的是
选项A：突然昏倒，口吐白沫
选项B：目无光彩，突然目光转亮
选项C：懒言少语，突然言语不休
选项D：本无食欲，突然欲进饮食
选项E：面色无华，突然两颧泛红如妆",A
中医诊断学,"题干描述：下列各项中，不属于病色表现的是
选项A：面色淡青
选项B：面色淡黄
选项C：面色淡白
选项D：面色红赤
选项E：红黄隐隐",E
中医诊断学,"题干描述：病人但卧不能坐，坐则晕眩，属
选项A：哮病
选项B：肺胀
选项C：气胸
选项D：痰饮停肺
选项E：夺气失血",E
中医诊断学,"题干描述：病人卧时向外，躁动不安属
选项A：阳证
选项B：阴证
选项C：寒证
选项D：虚证
选项E：虚寒证",A
中医诊断学,"题干描述：下列哪项是形盛气衰的表现
选项A：体胖能食，肌肉坚实
选项B：体胖食少，神疲乏力
选项C：形瘦能食，舌红苔黄
选项D：形瘦颧红，皮肤干焦
选项E：卧床不起，骨瘦如柴",B
中医诊断学,"题干描述：以下哪项不是面色发青所属病证
选项A：痛证
选项B：寒证
选项C：惊风
选项D：水饮
选项E：血瘀",D
中医诊断学,"题干描述：以下哪项不是面色发黑所属病证
选项A：水饮
选项B：湿证
选项C：肾虚
选项D：寒证
选项E：瘀血",B
中医诊断学,"题干描述：以下哪项不属于恶色
选项A：赤如衃血
选项B：白如豕膏
选项C：黄如枳实
选项D：青如草兹
选项E：黑如炲",B
中医诊断学,"题干描述：阳气暴脱病人的面色是
选项A：面白无华
选项B：面色淡白
选项C：面色苍白
选项D：面色青紫
选项E：面色青黑",C
中医诊断学,"题干描述：以下不属于五色中白色主病的是
选项A：气虚
选项B：血虚
选项C：寒邪
选项D：阳虚
选项E：湿邪",E
中医诊断学,"题干描述：满面通红者多属于
选项A：阴虚火旺
选项B：虚阳上越
选项C：外感发热
选项D：真寒假热
选项E：阳气暴脱",C
中医诊断学,"题干描述：脾胃气虚的面色是
选项A：面黄虚浮
选项B：面色萎黄
选项C：面目俱黄
选项D：面色青黄
选项E：以上都不是",B
中医诊断学,"题干描述：热极的患者其唇的色泽可表现为
选项A：唇色深红
选项B：唇色青紫
选项C：口唇青黑
选项D：口唇赤肿而干
选项E：口唇呈樱桃红色者",D
中医诊断学,"题干描述：面色黧黑，肌肤甲错的病机是
选项A：肾虚
选项B：水饮
选项C：寒证
选项D：瘀血
选项E：痛证",D
中医诊断学,"题干描述：面色淡黄，枯槁无华称为
选项A：黄胖
选项B：萎黄
选项C：阴黄
选项D：阳黄
选项E：黄疸",B
中医诊断学,"题干描述：下列哪项不是邪盛失神的临床表现
选项A：神昏谵语
选项B：喉中痰鸣
选项C：两手握固
选项D：呼吸气微
选项E：牙关紧闭",D
中医诊断学,"题干描述：假神最主要的病理机制是
选项A：气血不足，精津亏损
选项B：机体阴阳失调
选项C：脏腑虚衰，功能低下
选项D：阴盛于内，格阳于外
选项E：精气衰竭，虚阳外越",E
中医诊断学,"题干描述：下列哪项不是正虚失神的表现
选项A：目无光彩
选项B：反应迟钝
选项C：呼吸微弱
选项D：精神萎靡
选项E：壮热神昏",E
中医诊断学,"题干描述：下列哪项不是得神的表现
选项A：目光精彩
选项B：神志清楚
选项C：颧赤如妆
选项D：面色荣润
选项E：呼吸调匀",C
中医诊断学,"题干描述：疮疡患部红肿高大，根盘紧束，伴有焮热疼痛者为
选项A：痈
选项B：疽
选项C：疔
选项D：疖
选项E：瘾疹",A
中医诊断学,"题干描述：痈疮的病因是
选项A：外感火热毒邪
选项B：感受疫毒火毒
选项C：阴寒之邪凝聚
选项D：湿热火毒蕴结
选项E：气血亏虚",D
中医诊断学,"题干描述：椭圆形粉红色疱疹，浆液稀薄，皮薄易破，大小不等，分批出现者是
选项A：风疹
选项B：水痘
选项C：湿疹
选项D：麻疹
选项E：瘾疹",B
中医诊断学,"题干描述：手足蠕动的病机是
选项A：热极生风
选项B：血虚生风
选项C：阴虚动风
选项D：肝阳化风
选项E：寒凝筋脉",C
中医诊断学,"题干描述：咽部溃烂成片或凹陷者多为
选项A：肺胃热轻
选项B：肺胃热盛
选项C：火毒壅盛
选项D：阴虚火旺
选项E：以上都不是",C
中医诊断学,"题干描述：两侧瞳孔完全散大，对光反射消失提示
选项A：吗啡中毒
选项B：有机磷中毒
选项C：毒蕈中毒
选项D：脏腑精气耗竭
选项E：氯丙嗪中毒",D
中医诊断学,"题干描述：唇边生疮，红肿疼痛是因
选项A：燥热津伤
选项B：阴虚火旺
选项C：心脾积热
选项D：胃火亢盛
选项E：以上都不是",C
中医诊断学,"题干描述：唇色深红属于
选项A：胃气充足
选项B：热盛
选项C：煤气中毒
选项D：血瘀
选项E：寒凝血脉",B
中医诊断学,"题干描述：瞳孔缩小可见于
选项A：青风内障
选项B：颅脑外伤
选项C：颅内肿瘤
选项D：川乌中毒
选项E：杏仁中毒",D
中医诊断学,"题干描述：口腔肌膜灰白色小溃疡，周围红晕，局部疼痛者为
选项A：口疮
选项B：口糜
选项C：鹅口疮
选项D：口撮
选项E：以上都不是",A
中医诊断学,"题干描述：新生儿脐风，上下口唇紧聚称为
选项A：口噤
选项B：口撮
选项C：口喎
选项D：口振
选项E：口动",B
中医诊断学,"题干描述：全目赤肿为
选项A：脾胃湿热
选项B：肝经风热
选项C：心脾积热
选项D：肺热壅盛
选项E：肾经虚火",B
中医诊断学,"题干描述：两目白睛是“五轮学说”之
选项A：血轮
选项B：风轮
选项C：肉轮
选项D：气轮
选项E：水轮",D
中医诊断学,"题干描述：小儿发结如穗，枯黄稀疏属于
选项A：先天不足
选项B：疳积
选项C：血热
选项D：肾精亏损
选项E：血虚",B
中医诊断学,"题干描述：头发成斑片状脱落的多见于
选项A：肾精亏损
选项B：气血两虚
选项C：久病体弱
选项D：血虚受风
选项E：血热",D
中医诊断学,"题干描述：下列哪项不属于中风病临床表现
选项A：卒然昏倒
选项B：不省人事
选项C：口眼歪斜
选项D：半身不遂
选项E：四肢抽搐",E
中医诊断学,"题干描述：病人肢体软弱无力，行动不便属于
选项A：瘫痪
选项B：痹病
选项C：痿病
选项D：痫病
选项E：中风后遗症",C
中医诊断学,"题干描述：小儿指纹达于气关是
选项A：邪气入络
选项B：邪气入经
选项C：邪人脏腑
选项D：病情凶险
选项E：外感初起",B
中医诊断学,"题干描述：小儿指纹色青者属
选项A：外感表证
选项B：里实热证
选项C：痛证惊风
选项D：血络闭郁
选项E：脾虚疳积",C
中医诊断学,"题干描述：小儿指纹浅淡不泽者属
选项A：表证
选项B：里证
选项C：虚证
选项D：实证
选项E：寒证",C
中医诊断学,"题干描述：小儿指纹紫红属
选项A：外感表证
选项B：里热证
选项C：痛证
选项D：血络闭郁
选项E：惊风",B
中医诊断学,"题干描述：小儿指纹浮露属
选项A：惊风
选项B：外感表证
选项C：实热证
选项D：虚热证
选项E：疳积",B
中医诊断学,"题干描述：小儿指纹紫黑主
选项A：实热证
选项B：实寒证
选项C：虚热证
选项D：小儿惊风
选项E：血络郁闭",E
中医诊断学,"题干描述：小儿指纹鲜红主
选项A：里热
选项B：表热
选项C：表证
选项D：痛甚
选项E：病危",C
中医诊断学,"题干描述：鼻流浊涕者，多属
选项A：外感风热
选项B：胆经湿热
选项C：阳气虚弱
选项D：外感风寒
选项E：阴虚肺燥",A
中医诊断学,"题干描述：咯痰白滑量多易出者属
选项A：寒痰
选项B：燥痰
选项C：热痰
选项D：湿痰
选项E：肺痈之痰",D
中医诊断学,"题干描述：斑与疹的主要区别是
选项A：是否色红成片
选项B：是否时现时隐
选项C：是否抚之碍手
选项D：是否压之褪色
选项E：是否伴有身热",C
中医诊断学,"题干描述：眼窝凹陷多属
选项A：肺胀
选项B：吐泻伤津
选项C：肝胆火炽
选项D：脾胃虚衰
选项E：肾阴不足",B
中医诊断学,"题干描述：疮疡初起如粟，根脚坚硬较深、麻木、顶白而痛者为
选项A：痈
选项B：疔
选项C：疽
选项D：疖
选项E：麻疹",B
中医诊断学,"题干描述：颈侧颌下肿块，累累如串珠者称为
选项A：瘿瘤
选项B：瘰疬
选项C：颈瘘
选项D：项痈
选项E：发颐",B
中医诊断学,"题干描述：脾肾亏虚多见
选项A：横目斜视
选项B：昏睡露睛
选项C：瞳孔散大
选项D：瞳孔缩小
选项E：双睑下垂",E
中医诊断学,"题干描述：肝风内动多见
选项A：横目斜视
选项B：昏睡露睛
选项C：瞳孔散大
选项D：瞳孔缩小
选项E：双睑下垂",A
中医诊断学,"题干描述：主瘀血证的面色为
选项A：青色、赤色
选项B：青色、黑色
选项C：黄色、黑色
选项D：赤色、黑色
选项E：赤色、白色",B
中医诊断学,"题干描述：主水湿内停证的面色为
选项A：青色、赤色
选项B：青色、黑色
选项C：黄色、黑色
选项D：赤色、黑色
选项E：赤色、白色",C
中医诊断学,"题干描述：口唇樱桃红色属于
选项A：冷极
选项B：热盛
选项C：热极
选项D：瘀血
选项E：煤气中毒",E
中医诊断学,"题干描述：口唇青黑属于
选项A：冷极
选项B：热盛
选项C：热极
选项D：瘀血
选项E：煤气中毒",A
中医诊断学,"题干描述：咽喉淡红不肿，微痛多为
选项A：肺胃热盛
选项B：虚火上炎
选项C：肺胃热毒
选项D：风热痰火",B
中医诊断学,"题干描述：咽喉淡红漫肿多为
选项A：肺胃热盛
选项B：虚火上炎
选项C：肺胃热毒
选项D：风热痰火",E
中医诊断学,"题干描述：寒痰的特征是
选项A：痰中带血
选项B：痰黄质稠
选项C：痰白清稀
选项D：痰少黏稠
选项E：痰白滑量多",C
中医诊断学,"题干描述：燥痰的特征是
选项A：痰中带血
选项B：痰黄质稠
选项C：痰白清稀
选项D：痰少黏稠
选项E：痰白滑量多",D
中医诊断学,"题干描述：痰浊结于颈前多见
选项A：项瘘
选项B：瘰疬
选项C：项痈
选项D：项强
选项E：瘿瘤",E
中医诊断学,"题干描述：痰浊结于颈部两侧多见
选项A：项瘘
选项B：瘰疬
选项C：项痈
选项D：项强
选项E：瘿瘤",B
中医诊断学,"题干描述：望舌诊的临床意义是
选项A：判断邪正盛衰
选项B：辨别病位深浅
选项C：推断病势进退
选项D：区别病邪性质
选项E：以上均是",E
中医诊断学,"题干描述：下列各项中，不属于引起舌象生理变异的是
选项A：年龄因素
选项B：气候因素
选项C：环境因素
选项D：地域因素
选项E：禀赋体质因素",D
中医诊断学,"题干描述：舌与脏腑经络关系中，足厥阴肝经
选项A：挟舌本
选项B：系舌本
选项C：络舌本
选项D：连舌本
选项E：散舌下",C
中医诊断学,"题干描述：属于连舌本，散舌下的是
选项A：手少阴心经
选项B：足太阴脾经
选项C：手太阴肺经
选项D：足少阴肾经
选项E：足厥阴肝经",B
中医诊断学,"题干描述：下述哪项不是血瘀证色脉改变
选项A：皮肤有紫色斑块
选项B：腹壁青筋暴露
选项C：出血紫暗夹块
选项D：舌淡胖苔腻或滑
选项E：脉细涩、弦涩",D
中医诊断学,"题干描述：舌苔薄白而干者多见于
选项A：湿浊中阻
选项B：食积内停
选项C：脾肾阳虚
选项D：风热表证
选项E：燥热伤津",D
中医诊断学,"题干描述：苔白如积粉，扪之不燥者多见于
选项A：湿浊中阻
选项B：脾肾阳虚
选项C：食积化热
选项D：风热表证
选项E：外感瘟疫",E
中医诊断学,"题干描述：舌苔脱落处舌面不光滑，仍有新生苔质颗粒者称
选项A：花剥苔
选项B：地图舌
选项C：镜面舌
选项D：光滑舌
选项E：类剥苔",E
中医诊断学,"题干描述：舌中部点刺者多为
选项A：肝胆火盛
选项B：心火亢盛
选项C：肺热壅盛
选项D：胃肠热盛
选项E：大肠湿热",D
中医诊断学,"题干描述：舌短缩色青紫而湿润者多属
选项A：痰湿内阻
选项B：寒凝筋脉
选项C：热盛津伤
选项D：脾虚不运
选项E：气血俱虚",B
中医诊断学,"题干描述：舌色淡红中泛现青紫多为
选项A：寒凝血瘀
选项B：酒毒内蕴
选项C：瘀血内阻
选项D：脾胃湿热
选项E：肺气壅滞",E
中医诊断学,"题干描述：外感秽浊与热毒之邪相合的舌象是
选项A：白腻苔
选项B：黄腻苔
选项C：积粉苔
选项D：灰黑苔
选项E：腐苔",C
中医诊断学,"题干描述：舌绛少苔或无苔是
选项A：阴虚火旺
选项B：热入营血
选项C：气分实热
选项D：阳明热盛
选项E：瘀血阻滞",A
中医诊断学,"题干描述：温病热入营血的舌色是
选项A：红舌
选项B：紫舌
选项C：绛舌
选项D：青舌
选项E：淡红舌",C
中医诊断学,"题干描述：观察舌苔以辨别病邪深浅，主要依据是
选项A：舌苔的有无
选项B：舌苔的厚薄
选项C：舌苔的颜色
选项D：舌苔的真假
选项E：舌苔的润燥",B
中医诊断学,"题干描述：舌苔苔质粗大疏松而厚，揩之易去为
选项A：滑苔
选项B：糙苔
选项C：腻苔
选项D：腐苔
选项E：无根苔",D
中医诊断学,"题干描述：舌痿软而淡白无华可见于
选项A：气血虚衰
选项B：风痰阻络
选项C：肝肾阴亏
选项D：热极伤阴
选项E：阴虚火旺",A
中医诊断学,"题干描述：舌质胖大淡嫩并有齿痕多见于
选项A：血虚
选项B：气虚
选项C：肾虚
选项D：寒湿壅盛
选项E：湿热痰浊",D
中医诊断学,"题干描述：镜面舌的形成机理是
选项A：热甚伤津
选项B：水湿上泛
选项C：胃无生发之气
选项D：胃肠热甚
选项E：热入营血",C
